업체회원ID,상호명,주소,음식분야,음식점전화번호,사업자등록번호,테이블정보,메뉴정보,운영시간정보
null,짬뽕남선반점,서울특별시 동대문구 장안동 144-17 1층 ,중국식,null,null,null,null,null
null,총각회수산,서울특별시 동대문구 청량리동 773 주부일련번-12 ,일식,null,null,null,null,null
null,포앤라이스(PHO&RICE),서울특별시 동대문구 전농동 32-4 전농하우스스토리 1층 107호,외국음식전문점(인도 태국등),null,null,null,null,null
null,Iyou파티클럽,서울특별시 동대문구 휘경동 319-1 3층 ,경양식,null,null,null,null,null
null,라무진(회기점),서울특별시 동대문구 회기동 45-116 1층 ,한식,null,null,null,null,null
null,김밥천국,서울특별시 동대문구 청량리동 40-7 1층 ,한식,null,null,null,null,null
null,꽃밭정이,서울특별시 동대문구 신설동 89-76 1층 ,한식,null,null,null,null,null
null,용두포구,서울특별시 동대문구 용두동 119-8 1층 ,한식,null,null,null,null,null
null,신용두동쭈꾸미,서울특별시 동대문구 용두동 144-10 2층 ,한식,null,null,null,null,null
null,왕돈까스왕냉면,서울특별시 동대문구 휘경동 191-5 1층 ,한식,null,null,null,null,null
null,산골밥상,서울특별시 동대문구 휘경동 161-40 1층 ,한식,null,null,null,null,null
null,천객루,서울특별시 동대문구 답십리동 488-327 쌍마빌딩 2층204 ,중국식,null,null,null,null,null
null,큰맘할매순대국(시립대점),서울특별시 동대문구 전농동 103-94 2층 ,한식,null,null,null,null,null
null,돈까스마마,서울특별시 동대문구 장안동 167-41 ,경양식,null,null,null,null,null
null,장안식당,서울특별시 동대문구 답십리동 959-16 ,한식,null,null,null,null,null
null,수퍼보울 외대점,서울특별시 동대문구 이문동 264-263 1층 ,한식,null,null,null,null,null
null,착한초밥,서울특별시 동대문구 전농동 602-12 1층 ,일식,null,null,null,null,null
null,옥이네추어탕,서울특별시 동대문구 장안동 135-19 1층 ,한식,null,null,null,null,null
null,서울마님죽,서울특별시 동대문구 제기동 1012 1층104호 ,한식,null,null,null,null,null
null,청춘순대국,서울특별시 동대문구 답십리동 4-239 1층 ,한식,null,null,null,null,null
null,팡팡,서울특별시 동대문구 답십리동 488-327 2층 ,한식,null,null,null,null,null
null,위너,서울특별시 동대문구 용두동 40-28 ,경양식,null,null,null,null,null
null,다생오리,서울특별시 동대문구 휘경동 267-84 2층 ,뷔페식,null,null,null,null,null
null,스낵식당,서울특별시 동대문구 청량리동 738 현대코아동관 지하1층 ,한식,null,null,null,null,null
null,원조식당,서울특별시 동대문구 휘경동 191-11 1층 ,한식,null,null,null,null,null
null,맘스터치휘경점,서울특별시 동대문구 휘경동 269-26 ,한식,null,null,null,null,null
null,문뒤엔,서울특별시 동대문구 제기동 137-60 1층 ,한식,null,null,null,null,null
null,꿀꿀이와 닭갈비,서울특별시 동대문구 이문동 264-150 지하1층 ,한식,null,null,null,null,null
null,돈부리청년,서울특별시 동대문구 이문동 264-295 ,일식,null,null,null,null,null
null,공릉동 원조멸치국수,서울특별시 동대문구 청량리동 505 ,한식,null,null,null,null,null
null,홍가비어,서울특별시 동대문구 전농동 602-13 1층 ,일식,null,null,null,null,null
null,사철멸치국수나라,서울특별시 동대문구 장안동 313-6 1층 ,한식,null,null,null,null,null
null,본참치,서울특별시 동대문구 장안동 433-5 ,횟집,null,null,null,null,null
null,모전여전,서울특별시 동대문구 장안동 360-1 1층 ,한식,null,null,null,null,null
null,호남식당,서울특별시 동대문구 제기동 632-23 ,한식,null,null,null,null,null
null,시골밥상,서울특별시 동대문구 신설동 91-111 1층 ,한식,null,null,null,null,null
null,안흥갈비 장안점,서울특별시 동대문구 장안동 306-1 2층 ,한식,null,null,null,null,null
null,오징어 데이,서울특별시 동대문구 장안동 428-4 1층 ,횟집,null,null,null,null,null
null,부자순대국,서울특별시 동대문구 휘경동 34-57 1층 ,횟집,null,null,null,null,null
null,파스타리코(장안동점),서울특별시 동대문구 장안동 335-6 1층 13호,경양식,null,null,null,null,null
null,별주점,서울특별시 동대문구 휘경동 286-125 1층 ,한식,null,null,null,null,null
null,오성식당,서울특별시 동대문구 제기동 1153-28 1층 ,한식,null,null,null,null,null
null,황기닭곰탕,서울특별시 동대문구 장안동 464-6 1층 ,한식,null,null,null,null,null
null,육회와연어,서울특별시 동대문구 청량리동 38-29 1층 금은빌딩 ,한식,null,null,null,null,null
null,동원식당,서울특별시 동대문구 제기동 1109-3 1층 ,한식,null,null,null,null,null
null,한국통닭,서울특별시 동대문구 휘경동 321-25 1층 ,일식,null,null,null,null,null
null,하오짬,서울특별시 동대문구 휘경동 269-20 지하1층 ,한식,null,null,null,null,null
null,섭이네,서울특별시 동대문구 답십리동 21-61 1층 ,한식,null,null,null,null,null
null,맛닭꼬답십리점,서울특별시 동대문구 답십리동 12-51 1층 ,한식,null,null,null,null,null
null,포차1번지 먹새통 장안점,서울특별시 동대문구 장안동 381-1 1층 109 110호,한식,null,null,null,null,null
null,장안멸치국수,서울특별시 동대문구 장안동 301-3 1층 ,한식,null,null,null,null,null
null,열한시,서울특별시 동대문구 회기동 107-16 2층 ,경양식,null,null,null,null,null
null,곱분이곱창 회기점,서울특별시 동대문구 휘경동 321-57 1층 ,경양식,null,null,null,null,null
null,현주네,서울특별시 동대문구 장안동 183-4 1층 106호,횟집,null,null,null,null,null
null,화야,서울특별시 동대문구 전농동 582-3 1층 ,한식,null,null,null,null,null
null,호헌장담,서울특별시 동대문구 이문동 264-222 지상2층 ,한식,null,null,null,null,null
null,봄의정원 회기점,서울특별시 동대문구 회기동 60-99 1층 ,한식,null,null,null,null,null
null,국수나무,서울특별시 동대문구 장안동 93-82 1층 ,한식,null,null,null,null,null
null,알래스카에서 온 연어가 맛있는집,서울특별시 동대문구 제기동 136-272 1층 ,일식,null,null,null,null,null
null,베브릿지,서울특별시 동대문구 이문동 288-63 1층 ,한식,null,null,null,null,null
null,우리할매떡볶이 전농점,서울특별시 동대문구 전농동 295-100 1층 ,한식,null,null,null,null,null
null,동대문엽기떡볶이전농점,서울특별시 동대문구 전농동 295-93 2층 ,한식,null,null,null,null,null
null,네남자,서울특별시 동대문구 장안동 378-2 ,한식,null,null,null,null,null
null,탕미옥,서울특별시 동대문구 제기동 1158-33 태종빌딩1층101호 ,한식,null,null,null,null,null
null,중근네식당,서울특별시 동대문구 장안동 111-12 1층 ,한식,null,null,null,null,null
null,새마을반찬,서울특별시 동대문구 제기동 1144-3 1층 ,한식,null,null,null,null,null
null,서진,서울특별시 동대문구 제기동 1004 지상2층 ,한식,null,null,null,null,null
null,어썸바,서울특별시 동대문구 장안동 367-8 2층 ,한식,null,null,null,null,null
null,모모호프,서울특별시 동대문구 제기동 438-6 1층 ,한식,null,null,null,null,null
null,스시고이,서울특별시 동대문구 회기동 60-22 1층 ,한식,null,null,null,null,null
null,자매식당,서울특별시 동대문구 전농동 204-203 1층 ,한식,null,null,null,null,null
null,파이브로브즈,서울특별시 동대문구 이문동 264-207 ,경양식,null,null,null,null,null
null,명품수제갈비,서울특별시 동대문구 휘경동 256 1 ,한식,null,null,null,null,null
null,채선당 답십리점,서울특별시 동대문구 답십리동 498-7 1층 ,한식,null,null,null,null,null
null,콩보장안점,서울특별시 동대문구 장안동 382-23 1층 ,한식,null,null,null,null,null
null,대가숯불갈비,서울특별시 동대문구 장안동 398-10 ,한식,null,null,null,null,null
null,피자헛 장안동점,서울특별시 동대문구 장안동 338-8 1층 ,한식,null,null,null,null,null
null,통골뱅이전문점,서울특별시 동대문구 청량리동 769-1 1층 ,한식,null,null,null,null,null
null,장안양육관,서울특별시 동대문구 장안동 92-13 1층 ,한식,null,null,null,null,null
null,진미육가,서울특별시 동대문구 장안동 433-3 1층 ,한식,null,null,null,null,null
null,즐거운식당,서울특별시 동대문구 제기동 1140-12 ,한식,null,null,null,null,null
null,일층집,서울특별시 동대문구 이문동 264-50 1층 ,한식,null,null,null,null,null
null,북촌,서울특별시 동대문구 전농동 124-2 우성빌딩1층102호 ,한식,null,null,null,null,null
null,승호원식당,서울특별시 동대문구 청량리동 223-1 1층 ,한식,null,null,null,null,null
null,할매순대국,서울특별시 동대문구 청량리동 288 1층 ,한식,null,null,null,null,null
null,연안식당답십리사거리점,서울특별시 동대문구 답십리동 245-3 1층 ,식육(숯불구이),null,null,null,null,null
null,국수사랑,서울특별시 동대문구 제기동 137-10 지하1층 ,한식,null,null,null,null,null
null,베르떼,서울특별시 동대문구 답십리동 53-22 1층 ,한식,null,null,null,null,null
null,기석일호,서울특별시 동대문구 이문동 346-146 ,경양식,null,null,null,null,null
null,왕산가한우다,서울특별시 동대문구 용두동 24-11 1층11호 ,한식,null,null,null,null,null
null,제주올레족발,서울특별시 동대문구 답십리동 497-3 1층 ,한식,null,null,null,null,null
null,엄마손맛집,서울특별시 동대문구 휘경동 286-125 1층 ,한식,null,null,null,null,null
null,서울뼈구이,서울특별시 동대문구 전농동 602-9 1층 ,한식,null,null,null,null,null
null,옛맛한우소머리국밥,서울특별시 동대문구 신설동 109-5 풍물시장빨간동1층4호 ,한식,null,null,null,null,null
null,와인양꼬치,서울특별시 동대문구 휘경동 321-57 2층 ,중국식,null,null,null,null,null
null,왕산가한우다투,서울특별시 동대문구 용두동 24-12 1층12호 ,한식,null,null,null,null,null
null,서오릉피자,서울특별시 동대문구 답십리동 245-2 1층 ,횟집,null,null,null,null,null
null,홍가네,서울특별시 동대문구 제기동 1193 1층 ,한식,null,null,null,null,null
null,진미식당,서울특별시 동대문구 제기동 1022 경동시장신관지하1층8호 ,한식,null,null,null,null,null
null,경동식당,서울특별시 동대문구 제기동 1022 경동시장신관지하1층67 68호 ,한식,null,null,null,null,null
null,스시긴,서울특별시 동대문구 장안동 372-3 1층 에스엠타워 101호,일식,null,null,null,null,null
null,동경통닭,서울특별시 동대문구 제기동 632-24 A동27호 ,한식,null,null,null,null,null
null,노가리까는포차,서울특별시 동대문구 장안동 372-5 1층105호 ,한식,null,null,null,null,null
null,세리에타(SERIETA),서울특별시 동대문구 청량리동 41-7 1층 ,한식,null,null,null,null,null
null,외할머니댁,서울특별시 동대문구 용두동 118-48 1층 ,한식,null,null,null,null,null
null,아마자께,서울특별시 동대문구 이문동 264-223 ,일식,null,null,null,null,null
null,허뚱돼지나라,서울특별시 동대문구 이문동 255-393 1층 ,한식,null,null,null,null,null
null,25시감자탕뼈해장국,서울특별시 동대문구 신설동 97-8 동광동대문베르빌1층106호 ,한식,null,null,null,null,null
null,애넷포차,서울특별시 동대문구 장안동 95-1 현대상가1층107호 ,한식,null,null,null,null,null
null,마장한우소머리국밥,서울특별시 동대문구 신설동 109-5 풍물시장빨간동1호 ,한식,null,null,null,null,null
null,옐로우피자(안암점),서울특별시 동대문구 제기동 137-347 ,경양식,null,null,null,null,null
null,인천식당,서울특별시 동대문구 제기동 630-9 1층 ,한식,null,null,null,null,null
null,대통삼,서울특별시 동대문구 신설동 104-28 ,한식,null,null,null,null,null
null,국수와낙지비빔밥,서울특별시 동대문구 장안동 334-1 지하1 ,한식,null,null,null,null,null
null,크레이저 경희대점,서울특별시 동대문구 회기동 54-99 1층 ,한식,null,null,null,null,null
null,훅그냥,서울특별시 동대문구 전농동 209-104 1층 ,한식,null,null,null,null,null
null,전술의고향,서울특별시 동대문구 이문동 359-2 1층 ,한식,null,null,null,null,null
null,천호낙지,서울특별시 동대문구 장안동 107-8 1층 106~1호,한식,null,null,null,null,null
null,굴다리전주콩나물국밥,서울특별시 동대문구 답십리동 50-33 1층 ,한식,null,null,null,null,null
null,오광식당,서울특별시 동대문구 휘경동 293-155 지하1층 ,한식,null,null,null,null,null
null,밥사랑,서울특별시 동대문구 용두동 119-21 지상1층 ,한식,null,null,null,null,null
null,짬뽕선수 답십리점,서울특별시 동대문구 답십리동 12-51 1층 ,한식,null,null,null,null,null
null,할매순대국배봉사거리점,서울특별시 동대문구 장안동 108-6 1층 ,한식,null,null,null,null,null
null,일시정지,서울특별시 동대문구 장안동 425-11 1층 ,한식,null,null,null,null,null
null,마라왕 레오,서울특별시 동대문구 신설동 67-1 1층 ,한식,null,null,null,null,null
null,제일정육식당,서울특별시 동대문구 장안동 438-20 지하1층 ,한식,null,null,null,null,null
null,요집가먹으러,서울특별시 동대문구 청량리동 766 1층 ,한식,null,null,null,null,null
null,김씨네돌솥밥순두부,서울특별시 동대문구 휘경동 77-7 1층 ,한식,null,null,null,null,null
null,왕코등갈비,서울특별시 동대문구 장안동 108-3 1층 ,한식,null,null,null,null,null
null,망고푸드,서울특별시 동대문구 청량리동 557 ,한식,null,null,null,null,null
null,산과들그리고달,서울특별시 동대문구 이문동 288-4 2층 ,한식,null,null,null,null,null
null,만석반점,서울특별시 동대문구 제기동 1131-1 2층 2호,중국식,null,null,null,null,null
null,키세츠,서울특별시 동대문구 회기동 42-66 1층 ,경양식,null,null,null,null,null
null,강떡,서울특별시 동대문구 장안동 376-1 1층 ,한식,null,null,null,null,null
null,휘경할매순대국,서울특별시 동대문구 휘경동 269-20 1층 ,한식,null,null,null,null,null
null,낭만돼지,서울특별시 동대문구 장안동 331-13 1층 ,한식,null,null,null,null,null
null,명성,서울특별시 동대문구 용두동 40-28 1층 ,한식,null,null,null,null,null
null,국화향기,서울특별시 동대문구 장안동 431-2 ,경양식,null,null,null,null,null
null,우리동네 김밥,서울특별시 동대문구 이문동 257-686 1층 ,일식,null,null,null,null,null
null,드림레스토랑(Dream Restaurant),서울특별시 동대문구 이문동 288-47 지하1층 ,경양식,null,null,null,null,null
null,짬뽕취향 신설동점,서울특별시 동대문구 신설동 69-1 1층 ,일식,null,null,null,null,null
null,꽃동네,서울특별시 동대문구 용두동 39-575 1층 ,한식,null,null,null,null,null
null,하루원,서울특별시 동대문구 장안동 141-24 1층 4 5호,한식,null,null,null,null,null
null,함평집,서울특별시 동대문구 제기동 588 ,한식,null,null,null,null,null
null,미송닭한마리,서울특별시 동대문구 전농동 199-7 지상1층 ,한식,null,null,null,null,null
null,전주식당,서울특별시 동대문구 제기동 1141-59 지하1층 ,한식,null,null,null,null,null
null,레스토랑부티크나인,서울특별시 동대문구 신설동 92-35 지하1층 ,경양식,null,null,null,null,null
null,노가리,서울특별시 동대문구 장안동 375-4 지상1층 ,한식,null,null,null,null,null
null,능이갈비탕 능이삼계탕,서울특별시 동대문구 제기동 892-108 1층 ,한식,null,null,null,null,null
null,매운도리집,서울특별시 동대문구 신설동 102-14 지상1층 ,한식,null,null,null,null,null
null,뚜띠쿠치나 용두점,서울특별시 동대문구 용두동 119-15 지상1층101호 ,한식,null,null,null,null,null
null,수상한식당,서울특별시 동대문구 용두동 219-4 1층 ,한식,null,null,null,null,null
null,백돈,서울특별시 동대문구 답십리동 68-1 1층 ,한식,null,null,null,null,null
null,성수면옥 청량리점,서울특별시 동대문구 전농동 591-53 롯데백화점 7층 ,한식,null,null,null,null,null
null,더빙스,서울특별시 동대문구 답십리동 253-12 지상1 2층 ,경양식,null,null,null,null,null
null,압구정제주집 장안점,서울특별시 동대문구 장안동 403-4 ,일식,null,null,null,null,null
null,빈칸(BEAN KHAN),서울특별시 동대문구 휘경동 192-5 ,한식,null,null,null,null,null
null,임진강 메기매운탕,서울특별시 동대문구 장안동 360-8 1층 ,한식,null,null,null,null,null
null,동래파전,서울특별시 동대문구 답십리동 465-137 1층 ,한식,null,null,null,null,null
null,아빠분식,서울특별시 동대문구 휘경동 286-22 1층 ,한식,null,null,null,null,null
null,마시께매운떡볶이,서울특별시 동대문구 용두동 727-2 1층 ,한식,null,null,null,null,null
null,일품양평해장국,서울특별시 동대문구 답십리동 530-8 골든메카1층108호 ,경양식,null,null,null,null,null
null,호미,서울특별시 동대문구 제기동 137-65 ,한식,null,null,null,null,null
null,푸드김밥,서울특별시 동대문구 용두동 233-30 1층 ,한식,null,null,null,null,null
null,인생극장,서울특별시 동대문구 답십리동 467-17 지하1층 ,한식,null,null,null,null,null
null,페르비타(PERVITA),서울특별시 동대문구 장안동 310-4 대흥빌딩1층102호 ,경양식,null,null,null,null,null
null,쏠래다이닝,서울특별시 동대문구 신설동 98-17 지상2층 ,경양식,null,null,null,null,null
null,갈비가맛있는집,서울특별시 동대문구 전농동 101-10 1층 ,한식,null,null,null,null,null
null,부르네,서울특별시 동대문구 장안동 289-13 지상1층 ,한식,null,null,null,null,null
null,잭아저씨보쌈,서울특별시 동대문구 장안동 375-4 1층 ,한식,null,null,null,null,null
null,야만(Yaman),서울특별시 동대문구 이문동 288-82 1층 ,한식,null,null,null,null,null
null,스시원(元),서울특별시 동대문구 장안동 363-1 지상1층 ,일식,null,null,null,null,null
null,럭키식당,서울특별시 동대문구 휘경동 294-222 1층 ,한식,null,null,null,null,null
null,왕십리곱창,서울특별시 동대문구 장안동 337-7 1층 ,한식,null,null,null,null,null
null,성은식당,서울특별시 동대문구 장안동 331-4 ,한식,null,null,null,null,null
null,왔다~생고기마을,서울특별시 동대문구 이문동 86-83 1층 ,한식,null,null,null,null,null
null,바푸리김밥,서울특별시 동대문구 전농동 222-5 1층 ,한식,null,null,null,null,null
null,이화,서울특별시 동대문구 신설동 104-49 1층 ,한식,null,null,null,null,null
null,신화쭈꾸미,서울특별시 동대문구 회기동 346-15 2층 ,한식,null,null,null,null,null
null,운남쌀국수,서울특별시 동대문구 이문동 305-64 2층 ,중국식,null,null,null,null,null
null,루프탑다이닝,서울특별시 동대문구 신설동 98-17 3층 ,한식,null,null,null,null,null
null,크레이저(C.Razer),서울특별시 동대문구 이문동 264-171 ,경양식,null,null,null,null,null
null,마포연탄불갈비,서울특별시 동대문구 장안동 216-6 1층 ,한식,null,null,null,null,null
null,미성,서울특별시 동대문구 이문동 283-6 ,한식,null,null,null,null,null
null,대박삼겹김치찜&초대박등갈비김치찜(장안동점),서울특별시 동대문구 장안동 103-1 1층 ,한식,null,null,null,null,null
null,고향식당,서울특별시 동대문구 장안동 326-9 ,뷔페식,null,null,null,null,null
null,이기자한우,서울특별시 동대문구 장안동 295-4 1층 ,한식,null,null,null,null,null
null,진한순대국,서울특별시 동대문구 장안동 430-9 1층 ,한식,null,null,null,null,null
null,경동포차,서울특별시 동대문구 제기동 892-6 1층 ,경양식,null,null,null,null,null
null,홍어일번지,서울특별시 동대문구 장안동 436-2 1층 ,한식,null,null,null,null,null
null,똘비족발,서울특별시 동대문구 장안동 347-7 ,한식,null,null,null,null,null
null,리진,서울특별시 동대문구 답십리동 99-20 ,중국식,null,null,null,null,null
null,원조멸치국수,서울특별시 동대문구 장안동 331-2 1층 ,한식,null,null,null,null,null
null,앵춘,서울특별시 동대문구 회기동 42-37 1층 ,한식,null,null,null,null,null
null,마산집,서울특별시 동대문구 용두동 20-92 ,한식,null,null,null,null,null
null,설맥,서울특별시 동대문구 전농동 103-332 ,한식,null,null,null,null,null
null,삼삼뼈국 회기점,서울특별시 동대문구 휘경동 192-5 ,한식,null,null,null,null,null
null,대광횟집,서울특별시 동대문구 답십리동 473-14 ,일식,null,null,null,null,null
null,한우천국,서울특별시 동대문구 장안동 365-8 ,식육(숯불구이),null,null,null,null,null
null,이상준초밥,서울특별시 동대문구 이문동 305-59 ,일식,null,null,null,null,null
null,갈비명가 이상 답십리점,서울특별시 동대문구 답십리동 530-27 ,한식,null,null,null,null,null
null,송학삼계탕,서울특별시 동대문구 청량리동 767 ,한식,null,null,null,null,null
null,장군집,서울특별시 동대문구 회기동 54-39 ,한식,null,null,null,null,null
null,힐링켐프(직영점),서울특별시 동대문구 신설동 109-13 대성스카이렉스 105~106호 ,일식,null,null,null,null,null
null,수상한 막창,서울특별시 동대문구 답십리동 260-1 ,한식,null,null,null,null,null
null,다사리아2,서울특별시 동대문구 전농동 103-333 ,한식,null,null,null,null,null
null,정다운포차,서울특별시 동대문구 장안동 151-11 ,한식,null,null,null,null,null
null,이강참치,서울특별시 동대문구 이문동 255-380 ,일식,null,null,null,null,null
null,토종순대국,서울특별시 동대문구 이문동 392-6 ,한식,null,null,null,null,null
null,복순네 감자탕,서울특별시 동대문구 청량리동 782 ,한식,null,null,null,null,null
null,거정,서울특별시 동대문구 전농동 46-32 ,한식,null,null,null,null,null
null,한성 함흥냉면,서울특별시 동대문구 제기동 992-29 ,한식,null,null,null,null,null
null,돈사돈,서울특별시 동대문구 신설동 53-3 체육관 1층 ,한식,null,null,null,null,null
null,쿠우쿠우아트몰링점,서울특별시 동대문구 장안동 368-1 ,일식,null,null,null,null,null
null,삼촌네춘천닭갈비,서울특별시 동대문구 답십리동 270-7 ,한식,null,null,null,null,null
null,미소야,서울특별시 동대문구 장안동 334-7 ,한식,null,null,null,null,null
null,전주전통식당,서울특별시 동대문구 제기동 586-5 ,한식,null,null,null,null,null
null,둥이네분식,서울특별시 동대문구 장안동 143-38 ,한식,null,null,null,null,null
null,아지돈부리,서울특별시 동대문구 장안동 436-2 ,일식,null,null,null,null,null
null,신선푸드,서울특별시 동대문구 장안동 122-18 ,한식,null,null,null,null,null
null,문성해물짬뽕,서울특별시 동대문구 전농동 597-27 ,중국식,null,null,null,null,null
null,다인포차24시,서울특별시 동대문구 청량리동 36-14 ,한식,null,null,null,null,null
null,108장 마라탕,서울특별시 동대문구 회기동 16-42 ,중국식,null,null,null,null,null
null,더드림푸드,서울특별시 동대문구 장안동 383-7 ,한식,null,null,null,null,null
null,고씨네,서울특별시 동대문구 제기동 137-20 ,일식,null,null,null,null,null
null,시대곱창,서울특별시 동대문구 전농동 141-145 ,한식,null,null,null,null,null
null,공릉닭한마리,서울특별시 동대문구 용두동 127-16 ,한식,null,null,null,null,null
null,두촌 가마솥밥,서울특별시 동대문구 장안동 464-3 ,한식,null,null,null,null,null
null,삼대봉 누릉지통닭,서울특별시 동대문구 장안동 464-3 ,중국식,null,null,null,null,null
null,도원,서울특별시 동대문구 신설동 89-55 ,한식,null,null,null,null,null
null,뚱이식당,서울특별시 동대문구 제기동 585-4 ,한식,null,null,null,null,null
null,한결보쌈 전농점,서울특별시 동대문구 전농동 36-17 ,한식,null,null,null,null,null
null,신락원,서울특별시 동대문구 전농동 60-32 1층 ,중국식,null,null,null,null,null
null,이가네,서울특별시 동대문구 전농동 645-2 ,한식,null,null,null,null,null
null,특별식당,서울특별시 동대문구 제기동 67-197 ,일식,null,null,null,null,null
null,전통춘천닭갈비,서울특별시 동대문구 휘경동 34-48 ,한식,null,null,null,null,null
null,싼마이 꼬치앤이자카야,서울특별시 동대문구 장안동 380-3 ,일식,null,null,null,null,null
null,진미,서울특별시 동대문구 용두동 90-2 ,중국식,null,null,null,null,null
null,스시선생,서울특별시 동대문구 회기동 54-12 ,일식,null,null,null,null,null
null,풍뎅이집,서울특별시 동대문구 답십리동 16-53 ,한식,null,null,null,null,null
null,한마음기사식당,서울특별시 동대문구 전농동 24-43 ,한식,null,null,null,null,null
null,소문난답십리감자탕,서울특별시 동대문구 답십리동 53-11 ,한식,null,null,null,null,null
null,안흥갈비답십리점,서울특별시 동대문구 답십리동 250-13 ,식육(숯불구이),null,null,null,null,null
null,전주콩나물국밥,서울특별시 동대문구 휘경동 319-4 ,한식,null,null,null,null,null
null,팔당동동육개장 장한평점,서울특별시 동대문구 장안동 465-2 ,한식,null,null,null,null,null
null,시키카츠(sikiKATSU),서울특별시 동대문구 회기동 60-147 ,한식,null,null,null,null,null
null,큰손,서울특별시 동대문구 휘경동 334-2 ,한식,null,null,null,null,null
null,장안생소금구이,서울특별시 동대문구 장안동 141-10 ,한식,null,null,null,null,null
null,삼보닭꼬치,서울특별시 동대문구 장안동 118-38 ,한식,null,null,null,null,null
null,고씨네 한국외대점,서울특별시 동대문구 이문동 305-62 ,일식,null,null,null,null,null
null,호운래반점,서울특별시 동대문구 회기동 45-91 ,중국식,null,null,null,null,null
null,커리146(CURRY146),서울특별시 동대문구 휘경동 183-243 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,오복,서울특별시 동대문구 장안동 382-16 ,한식,null,null,null,null,null
null,대한닭발 1979,서울특별시 동대문구 신설동 97-8 ,한식,null,null,null,null,null
null,정대감감자탕,서울특별시 동대문구 장안동 338-3 ,한식,null,null,null,null,null
null,민들레 커피숲,서울특별시 동대문구 청량리동 738 ,한식,null,null,null,null,null
null,마마푸드,서울특별시 동대문구 신설동 80-1 ,한식,null,null,null,null,null
null,콩보(제기점),서울특별시 동대문구 용두동 711-4 ,한식,null,null,null,null,null
null,원우회,서울특별시 동대문구 신설동 102-9 ,한식,null,null,null,null,null
null,만나네 마라탕,서울특별시 동대문구 용두동 39-968 ,경양식,null,null,null,null,null
null,명가순대국,서울특별시 동대문구 답십리동 475-101 ,한식,null,null,null,null,null
null,동대문닭한마리,서울특별시 동대문구 신설동 1-2 ,한식,null,null,null,null,null
null,한남동 그집,서울특별시 동대문구 장안동 324-1 ,한식,null,null,null,null,null
null,신의주 부대찌개,서울특별시 동대문구 신설동 92-17 ,한식,null,null,null,null,null
null,호남식당,서울특별시 동대문구 휘경동 100-21 ,한식,null,null,null,null,null
null,북촌손만두 청량리점,서울특별시 동대문구 전농동 591-53 ,한식,null,null,null,null,null
null,다이스라떼(DCC카페),서울특별시 동대문구 장안동 428-3 ,한식,null,null,null,null,null
null,김가네 한근두근,서울특별시 동대문구 장안동 245-17 ,식육(숯불구이),null,null,null,null,null
null,경성고기꾼,서울특별시 동대문구 회기동 16-87 ,한식,null,null,null,null,null
null,안녕유부,서울특별시 동대문구 회기동 42-52 ,한식,null,null,null,null,null
null,(주)선호에프엔비(속초코다리냉면 청량리점),서울특별시 동대문구 전농동 591-53 ,한식,null,null,null,null,null
null,윙키케이크,서울특별시 동대문구 이문동 325-51 ,외국음식전문점(인도 태국등),null,null,null,null,null
null,디에블린,서울특별시 동대문구 장안동 465-4 ,경양식,null,null,null,null,null
null,왼손우동짜장,서울특별시 동대문구 이문동 345-8 ,중국식,null,null,null,null,null
null,김뚜껑부대찌개,서울특별시 동대문구 장안동 460-2 ,한식,null,null,null,null,null
null,엠키친 앤 카페,서울특별시 동대문구 전농동 597-41 ,경양식,null,null,null,null,null
null,더푸드인시티뷔페(The food in city Buffet),서울특별시 동대문구 장안동 414-4 ,뷔페식,null,null,null,null,null
null,애슐리퀸즈 롯데백화점 청량리점,서울특별시 동대문구 전농동 591-53 ,뷔페식,null,null,null,null,null
null,로운 롯데백화점 청량리점,서울특별시 동대문구 전농동 591-53 ,뷔페식,null,null,null,null,null
null,탕의신 홍대포 장안동직영점,서울특별시 동대문구 장안동 430-2 ,한식,null,null,null,null,null
null,오늘와인한잔(경희대점),서울특별시 동대문구 회기동 42-46 ,한식,null,null,null,null,null
null,태평양 HOME 참치,서울특별시 동대문구 전농동 493-72 ,횟집,null,null,null,null,null
null,애신,서울특별시 동대문구 이문동 305-62 ,중국식,null,null,null,null,null
null,육회왕자 연어공주,서울특별시 동대문구 휘경동 321-7 ,한식,null,null,null,null,null
null,큰손갈비,서울특별시 동대문구 전농동 643-54 ,한식,null,null,null,null,null
null,한우구이 이정도는 돼야지,서울특별시 동대문구 장안동 118-40 ,한식,null,null,null,null,null
null,대진회집,서울특별시 동대문구 전농동 295-431 ,일식,null,null,null,null,null
null,광어9900,서울특별시 동대문구 전농동 1-216 ,일식,null,null,null,null,null
null,짬뽕필락전농점,서울특별시 동대문구 전농동 30-3 ,중국식,null,null,null,null,null
null,명가푸드,서울특별시 동대문구 전농동 124-59 ,한식,null,null,null,null,null
null,대박식자재 주식회사,서울특별시 동대문구 휘경동 71-9 ,한식,null,null,null,null,null
null,팔도명가,서울특별시 동대문구 제기동 892-48 ,한식,null,null,null,null,null
null,우리곱창,서울특별시 동대문구 전농동 295-48 북동점포 ,한식,null,null,null,null,null
null,호랑이도삭면,서울특별시 동대문구 회기동 16-13 ,한식,null,null,null,null,null
null,신카이,서울특별시 동대문구 이문동 255-27 ,일식,null,null,null,null,null
