업체회원ID,상호명,주소,음식분야,음식점전화번호,사업자등록번호,테이블정보,메뉴정보,운영시간정보
null,피자파는집 답십리점,서울특별시 동대문구 전농동 645-2 동아아파트 ,경양식,null,null,null,null,null
null,다미정,서울특별시 동대문구 휘경동 150-41 ,한식,null,null,null,null,null
null,제주은희네해장국,서울특별시 동대문구 장안동 430-3 광성빌딩 ,한식,null,null,null,null,null
null,탐나종합어시장 답십리점,서울특별시 동대문구 답십리동 68-1 ,일식,null,null,null,null,null
null,라온롯데백화점 청량리점,서울특별시 동대문구 전농동 591-53 청량리역 롯데백화점 ,한식,null,null,null,null,null
null,젓국지,서울특별시 동대문구 전농동 184-15 ,한식,null,null,null,null,null
null,육회챱챱&딱새우,서울특별시 동대문구 장안동 100-8 ,한식,null,null,null,null,null
null,수야 세꼬시&막회,서울특별시 동대문구 장안동 339-29 ,횟집,null,null,null,null,null
null,스시진 이자카야,서울특별시 동대문구 장안동 366-1 풍양빌딩 ,일식,null,null,null,null,null
null,삼시세끼,서울특별시 동대문구 전농동 620-27 청량리창보리버리치1차오피스텔 ,한식,null,null,null,null,null
null,닛시스시,서울특별시 동대문구 이문동 220-105 ,일식,null,null,null,null,null
null,미가초밥,서울특별시 동대문구 장안동 93-64 ,일식,null,null,null,null,null
null,뉴 새로나,서울특별시 동대문구 용두동 39-1042 ,한식,null,null,null,null,null
null,돈까스익스프레스,서울특별시 동대문구 신설동 98-15 ,경양식,null,null,null,null,null
null,다퍼줘,서울특별시 동대문구 제기동 1005 ,한식,null,null,null,null,null
null,늘봄비빔밥,서울특별시 동대문구 장안동 375-2 ,한식,null,null,null,null,null
null,달셰프,서울특별시 동대문구 장안동 430-11 ,중국식,null,null,null,null,null
null,이다짬뽕,서울특별시 동대문구 장안동 94-42 소망빌딩 ,중국식,null,null,null,null,null
null,서경 차돌해물,서울특별시 동대문구 제기동 443 ,한식,null,null,null,null,null
null,맛있는 쭈꾸미집,서울특별시 동대문구 장안동 382-25 ,한식,null,null,null,null,null
null,삼복한방닭한마리,서울특별시 동대문구 회기동 64-45 ,한식,null,null,null,null,null
null,큰손참치,서울특별시 동대문구 장안동 453-1 ,일식,null,null,null,null,null
null,정담 샤브연 롯데백화점 청량리점,서울특별시 동대문구 전농동 591-53 청량리역 롯데백화점 ,한식,null,null,null,null,null
null,삼형제김밥 본점,서울특별시 동대문구 답십리동 242-11 ,한식,null,null,null,null,null
null,행복은간장밥 경희대점,서울특별시 동대문구 회기동 16-69 ,한식,null,null,null,null,null
null,그린푸드,서울특별시 동대문구 전농동 622-1 ,한식,null,null,null,null,null
null,스시 캘리포니아,서울특별시 동대문구 회기동 42-58 ,한식,null,null,null,null,null
null,쿠마타코야끼&캔카페,서울특별시 동대문구 전농동 655-37 ,일식,null,null,null,null,null
null,호야네족발(동대문점),서울특별시 동대문구 전농동 141-141 ,한식,null,null,null,null,null
null,홍콩대반점,서울특별시 동대문구 전농동 647-65 ,중국식,null,null,null,null,null
null,찐참다랑어 참치상회,서울특별시 동대문구 용두동 39-83 ,일식,null,null,null,null,null
null,산타나포차,서울특별시 동대문구 전농동 602-34 ,일식,null,null,null,null,null
null,일만족발,서울특별시 동대문구 제기동 153 안암골 벽산아파트 ,한식,null,null,null,null,null
null,청량역전,서울특별시 동대문구 제기동 632-1 ,한식,null,null,null,null,null
null,제주은희네해장국,서울특별시 동대문구 용두동 40-2 ,한식,null,null,null,null,null
null,태리로제떡볶이&닭강정 장안점,서울특별시 동대문구 장안동 331-12 ,한식,null,null,null,null,null
null,주당천국,서울특별시 동대문구 청량리동 526 ,한식,null,null,null,null,null
null,퀸스테이크 답십리점,서울특별시 동대문구 답십리동 242-1 코지스페이스 ,한식,null,null,null,null,null
null,장터푸드,서울특별시 동대문구 회기동 60-83 ,한식,null,null,null,null,null
null,좋은초밥,서울특별시 동대문구 전농동 103-289 ,일식,null,null,null,null,null
null,힙스온힙스(heaps on heaps),서울특별시 동대문구 회기동 77-13 ,경양식,null,null,null,null,null
null,한끼한죽,서울특별시 동대문구 장안동 119-18 ,한식,null,null,null,null,null
null,모코모코,서울특별시 동대문구 회기동 16-92 ,일식,null,null,null,null,null
null,소일,서울특별시 동대문구 신설동 98-24 라마다 앙코르 동대문 호텔 ,경양식,null,null,null,null,null
null,두접시,서울특별시 동대문구 회기동 42-59 메이플 하우스 ,일식,null,null,null,null,null
null,오늘밥상,서울특별시 동대문구 답십리동 488-55 ,한식,null,null,null,null,null
null,아재족발,서울특별시 동대문구 답십리동 465-137 ,일식,null,null,null,null,null
null,대찬식당,서울특별시 동대문구 신설동 97-34 ,한식,null,null,null,null,null
null,오늘의 찬,서울특별시 동대문구 제기동 899-4 ,한식,null,null,null,null,null
null,빈이푸드,서울특별시 동대문구 장안동 383-1 ,한식,null,null,null,null,null
null,동진칼국수,서울특별시 동대문구 제기동 887-120 ,한식,null,null,null,null,null
null,술만팜,서울특별시 동대문구 회기동 42-35 ,한식,null,null,null,null,null
null,서울마님죽,서울특별시 동대문구 제기동 635-6 ,한식,null,null,null,null,null
null,수진궁 한식부페,서울특별시 동대문구 장안동 381-1 우민에뜨와르오피스텔 ,뷔페식,null,null,null,null,null
null,고돼지,서울특별시 동대문구 용두동 122-9 ,한식,null,null,null,null,null
null,행복한뷔페,서울특별시 동대문구 이문동 257-17 ,한식,null,null,null,null,null
null,라멘트럭 장안점,서울특별시 동대문구 장안동 359-19 ,일식,null,null,null,null,null
null,열정국밥,서울특별시 동대문구 장안동 380-3 ,한식,null,null,null,null,null
null,청년레시피,서울특별시 동대문구 제기동 1019 경동시장 ,경양식,null,null,null,null,null
null,동궁찜닭 장안점,서울특별시 동대문구 장안동 168-6 장안동근린생활시설및다가구주택 ,한식,null,null,null,null,null
null,배달삼겹돼지되지 장안점,서울특별시 동대문구 장안동 104-5 ,한식,null,null,null,null,null
null,스시고칸 장안점,서울특별시 동대문구 장안동 287-2 ,일식,null,null,null,null,null
null,배고픈 덮밥이 장안점,서울특별시 동대문구 장안동 401-6 ,한식,null,null,null,null,null
null,티유씨 TUC,서울특별시 동대문구 제기동 1207 ,경양식,null,null,null,null,null
null,경희맛나곱창,서울특별시 동대문구 회기동 60-23 ,한식,null,null,null,null,null
null,황금어장,서울특별시 동대문구 답십리동 66-16 ,횟집,null,null,null,null,null
null,오색칼국수,서울특별시 동대문구 이문동 287-50 ,한식,null,null,null,null,null
null,안주당,서울특별시 동대문구 답십리동 530-17 한성아펠시티 ,한식,null,null,null,null,null
null,풍국면 장안점,서울특별시 동대문구 장안동 308-4 ,한식,null,null,null,null,null
null,시골할매 김치찜,서울특별시 동대문구 전농동 204-10 ,한식,null,null,null,null,null
null,꽃분이손두부,서울특별시 동대문구 용두동 122-49 ,한식,null,null,null,null,null
null,묵치빠,서울특별시 동대문구 제기동 138-13 ,한식,null,null,null,null,null
null,전주식당,서울특별시 동대문구 휘경동 165-16 ,한식,null,null,null,null,null
null,명랑찜닭,서울특별시 동대문구 신설동 80-1 ,한식,null,null,null,null,null
null,다미,서울특별시 동대문구 이문동 363-2 ,한식,null,null,null,null,null
null,고기호랑이,서울특별시 동대문구 청량리동 30 ,한식,null,null,null,null,null
null,꽃돼지상회,서울특별시 동대문구 휘경동 281-17 ,한식,null,null,null,null,null
null,콩빠두,서울특별시 동대문구 답십리동 530-8 골든메카 ,한식,null,null,null,null,null
null,황금닭발,서울특별시 동대문구 제기동 67-114 ,한식,null,null,null,null,null
null,철수네 해산물 먹거리장터,서울특별시 동대문구 제기동 631-5 ,한식,null,null,null,null,null
null,정화네 동태국,서울특별시 동대문구 전농동 597-2 ,한식,null,null,null,null,null
null,달리자,서울특별시 동대문구 제기동 486-8 ,한식,null,null,null,null,null
null,제니아,서울특별시 동대문구 답십리동 961-9 ,한식,null,null,null,null,null
null,연한담,서울특별시 동대문구 제기동 137-5 ,한식,null,null,null,null,null
null,소담찬,서울특별시 동대문구 휘경동 372 휘경에스케이뷰 ,한식,null,null,null,null,null
null,청년한식,서울특별시 동대문구 제기동 1019 경동시장 ,한식,null,null,null,null,null
null,파도식탁,서울특별시 동대문구 제기동 1019 경동시장 ,일식,null,null,null,null,null
null,호랑이남매,서울특별시 동대문구 장안동 315-22 ,한식,null,null,null,null,null
null,부어치킨,서울특별시 동대문구 장안동 116-2 ,한식,null,null,null,null,null
null,숙이네,서울특별시 동대문구 전농동 295-52 ,한식,null,null,null,null,null
null,삼첩분식 청량리점,서울특별시 동대문구 전농동 155 전농동삼성아파트 ,한식,null,null,null,null,null
null,춘리마라탕 장안답십리점,서울특별시 동대문구 장안동 335-6 ,중국식,null,null,null,null,null
null,고기듬뿍 국물두루치기,서울특별시 동대문구 청량리동 205-279 ,한식,null,null,null,null,null
null,육회한연어씨,서울특별시 동대문구 전농동 645-2 동아아파트 ,한식,null,null,null,null,null
null,마포갈비,서울특별시 동대문구 장안동 335-8 르.메이에르 장안타운 5차 ,한식,null,null,null,null,null
null,피식,서울특별시 동대문구 전농동 103-493 ,일식,null,null,null,null,null
null,누리식당,서울특별시 동대문구 이문동 292-10 이문동 웰츠타워 ,한식,null,null,null,null,null
null,민속주점,서울특별시 동대문구 제기동 591-15 ,한식,null,null,null,null,null
null,베스트생갈비찜&찜닭,서울특별시 동대문구 제기동 892-66 현대아파트 ,한식,null,null,null,null,null
null,민자옥,서울특별시 동대문구 제기동 138-13 ,한식,null,null,null,null,null
null,명가갈비찜,서울특별시 동대문구 청량리동 366 ,한식,null,null,null,null,null
null,직화구이통삼겹,서울특별시 동대문구 답십리동 530-4 보광타워 ,한식,null,null,null,null,null
null,동래정 장안점,서울특별시 동대문구 장안동 366-6 장안동 상가 ,한식,null,null,null,null,null
null,짬뽕지존장안점,서울특별시 동대문구 장안동 372-4 장안동음식점빌딩 ,중국식,null,null,null,null,null
null,88누룽지백숙감자탕,서울특별시 동대문구 휘경동 372 휘경에스케이뷰 ,한식,null,null,null,null,null
null,청과포차,서울특별시 동대문구 제기동 647-1 ,한식,null,null,null,null,null
null,초장집 장안점,서울특별시 동대문구 장안동 366-6 장안동 상가 ,한식,null,null,null,null,null
null,일미리금계찜닭,서울특별시 동대문구 제기동 137-94 ,한식,null,null,null,null,null
null,미아리우동집 용두동점,서울특별시 동대문구 용두동 119-61 ,한식,null,null,null,null,null
null,윌리하우스,서울특별시 동대문구 청량리동 42-10 ,경양식,null,null,null,null,null
null,결찌,서울특별시 동대문구 제기동 137-153 ,경양식,null,null,null,null,null
null,고기반햄반김치찌개 장안동점,서울특별시 동대문구 답십리동 766 백석빌딩 ,한식,null,null,null,null,null
null,청수식당,서울특별시 동대문구 전농동 38-45 ,한식,null,null,null,null,null
null,스시마루,서울특별시 동대문구 휘경동 286-31 ,일식,null,null,null,null,null
null,김제식당,서울특별시 동대문구 제기동 1019 경동시장 ,한식,null,null,null,null,null
null,술독에 빠진 기린포차,서울특별시 동대문구 이문동 287-41 ,경양식,null,null,null,null,null
null,일품식탁,서울특별시 동대문구 장안동 423-13 ,한식,null,null,null,null,null
null,파스타집이야,서울특별시 동대문구 전농동 204-220 ,경양식,null,null,null,null,null
null,카츠와이찌,서울특별시 동대문구 장안동 195-2 ,경양식,null,null,null,null,null
null,서파넓적갈비 용두점,서울특별시 동대문구 용두동 39-752 ,한식,null,null,null,null,null
null,경양카츠 경희대점,서울특별시 동대문구 회기동 60-24 ,경양식,null,null,null,null,null
